Algorithm,Model,Dataset,Parameters,MSE,MAE,R-Squared,Adj-R-Squared
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 500",0.001520,0.028663,0.960803,0.960711
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 100",0.004290,0.042192,0.519596,0.511334
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 300",0.003080,0.033148,0.655060,0.649128
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 500",0.002921,0.032059,0.672903,0.667278
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 100",0.003926,0.040128,0.560355,0.552794
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 300",0.002866,0.031849,0.679075,0.673556
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 500",0.002818,0.031442,0.684444,0.679018
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 100",0.003987,0.039631,0.553542,0.545865
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 300",0.002872,0.031923,0.678374,0.672843
XGB,Model 3,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",0.002862,0.031763,0.679465,0.673953
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",0.002918,0.032079,0.673283,0.667665
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",0.002822,0.031578,0.684017,0.678583
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",0.002803,0.031630,0.686140,0.680743
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",0.002755,0.031198,0.691547,0.686242
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",0.002771,0.031699,0.689745,0.684410
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",0.002788,0.031964,0.687846,0.682478
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",0.002874,0.031808,0.678192,0.672657
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",0.002934,0.032485,0.671489,0.665839
XGB,Model 3,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",0.002974,0.032855,0.666958,0.661231
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",0.002849,0.031691,0.680996,0.675510
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",0.002799,0.031793,0.686564,0.681174
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",0.002812,0.031990,0.685167,0.679752
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",0.002770,0.031420,0.689769,0.684434
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",0.002856,0.032339,0.680169,0.674669
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",0.002909,0.032849,0.674284,0.668682
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",0.002900,0.031832,0.675267,0.669683
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",0.002979,0.032630,0.666436,0.660700
XGB,Model 3,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 500",0.003031,0.033174,0.660591,0.654754
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 100",0.003244,0.038162,0.555280,0.554252
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 300",0.002242,0.029603,0.692588,0.691878
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 500",0.002049,0.028358,0.719056,0.718406
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 100",0.002852,0.035889,0.609059,0.608155
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 300",0.001811,0.027247,0.751798,0.751224
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 500",0.001601,0.026029,0.780465,0.779958
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 100",0.002506,0.034380,0.656453,0.655659
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 300",0.001331,0.024659,0.817494,0.817072
XGB,Model 3,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",0.001109,0.022927,0.847968,0.847617
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",0.002049,0.028353,0.719094,0.718445
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",0.001794,0.027055,0.754030,0.753461
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",0.001666,0.026479,0.771610,0.771082
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",0.001604,0.026030,0.780160,0.779651
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",0.001240,0.023940,0.829974,0.829580
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",0.001048,0.022498,0.856389,0.856057
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",0.001107,0.022906,0.848282,0.847931
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",0.000738,0.019309,0.898766,0.898532
XGB,Model 3,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",0.000527,0.016469,0.927697,0.927530
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",0.001889,0.027473,0.741087,0.740489
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",0.001604,0.026204,0.780133,0.779624
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",0.001445,0.025407,0.801884,0.801426
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",0.001386,0.024886,0.809981,0.809542
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",0.000970,0.021788,0.866959,0.866651
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",0.000754,0.019566,0.896623,0.896384
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",0.000890,0.020919,0.877983,0.877701
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",0.000447,0.015205,0.938695,0.938554
XGB,Model 3,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 500",0.000246,0.011259,0.966275,0.966197
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 100",0.004296,0.042184,0.518921,0.510647
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 300",0.003106,0.033165,0.652246,0.646266
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 500",0.002941,0.032104,0.670703,0.665040
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 100",0.003989,0.040301,0.553323,0.545642
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 300",0.002883,0.032052,0.677144,0.671592
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 500",0.002835,0.031679,0.682591,0.677133
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 100",0.003985,0.039827,0.553705,0.546030
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 300",0.002935,0.032299,0.671326,0.665674
XGB,Model 4,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",0.002931,0.032134,0.671738,0.666092
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",0.002928,0.032028,0.672090,0.666451
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",0.002804,0.031519,0.685959,0.680558
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",0.002795,0.031661,0.687051,0.681669
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",0.002830,0.031660,0.683109,0.677659
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",0.002825,0.031846,0.683659,0.678219
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",0.002864,0.032250,0.679246,0.673730
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",0.002926,0.032076,0.672374,0.666740
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",0.002967,0.032635,0.667770,0.662056
XGB,Model 4,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",0.003005,0.033087,0.663445,0.657657
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",0.002866,0.031937,0.679075,0.673556
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",0.002830,0.032054,0.683051,0.677601
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",0.002839,0.032243,0.682090,0.676623
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",0.002850,0.031717,0.680868,0.675380
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",0.002933,0.032429,0.671548,0.665899
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",0.002990,0.033008,0.665184,0.659427
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",0.003093,0.032663,0.653669,0.647713
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",0.003143,0.033374,0.648017,0.641964
XGB,Model 4,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 500",0.003174,0.033789,0.644608,0.638497
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 100",0.003279,0.038382,0.554175,0.553113
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 300",0.002265,0.029768,0.692094,0.691361
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 500",0.002070,0.028489,0.718635,0.717965
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 100",0.002875,0.036102,0.609086,0.608155
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 300",0.001830,0.027414,0.751278,0.750686
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 500",0.001627,0.026199,0.778849,0.778322
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 100",0.002528,0.034559,0.656277,0.655458
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 300",0.001348,0.024804,0.816679,0.816242
XGB,Model 4,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",0.001134,0.023098,0.845876,0.845509
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",0.002064,0.028460,0.719355,0.718687
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",0.001804,0.027122,0.754741,0.754157
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",0.001672,0.026514,0.772730,0.772189
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",0.001626,0.026202,0.778965,0.778438
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",0.001255,0.024111,0.829351,0.828944
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",0.001047,0.022531,0.857720,0.857381
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",0.001128,0.023081,0.846698,0.846333
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",0.000735,0.019227,0.900111,0.899873
XGB,Model 4,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",0.000519,0.016316,0.929475,0.929307
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",0.001897,0.027561,0.742173,0.741559
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",0.001608,0.026289,0.781409,0.780888
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",0.001440,0.025392,0.804231,0.803765
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",0.001408,0.025048,0.808631,0.808175
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",0.000969,0.021875,0.868325,0.868011
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",0.000738,0.019437,0.899698,0.899459
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",0.000898,0.021030,0.877894,0.877603
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",0.000430,0.014968,0.941508,0.941368
XGB,Model 4,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 500",0.000240,0.011158,0.967309,0.967231
