Algorithm,Model,Parameters,Rank,Feature,Importance,Cumulative_Importance
XGB,Model 4,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",8,DJIA_YoY,0.016763409599661827,0.4877379834651947
XGB,Model 4,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",9,DJIA_YoY_Lag3,0.016166985034942627,0.5039049386978149
XGB,Model 4,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",10,QuarterlyVolatility_Lag3,0.015865731984376907,0.5197706818580627
XGB,Model 4,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",11,FnG_YoY,0.01586420089006424,0.5356348752975464
XGB,Model 4,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",12,DJIA_YoY_Lag2,0.01584099605679512,0.5514758825302124
XGB,Model 4,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",13,TotalUnempPct_YoY_Lag3_last1,0.015476040542125702,0.5669519305229187
XGB,Model 4,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",14,TotalUnempPct_YoY_Lag2_last1,0.01486164703965187,0.5818135738372803
XGB,Model 4,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",15,ROE_last1,0.01473916880786419,0.5965527296066284
XGB,Model 4,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",16,FnG_YoY_Lag2,0.014297555200755596,0.6108502745628357
XGB,Model 4,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",17,TotalUnempPct_last1,0.013947044499218464,0.6247973442077637
XGB,Model 4,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",18,TotalUnempPct_YoY_last1,0.013870665803551674,0.6386680006980896
XGB,Model 4,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",19,SP500_YoY,0.013804998248815536,0.652472972869873
XGB,Model 4,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",20,TotalUnempPct_YoY_Lag1_last1,0.013422616757452488,0.6658955812454224
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",1,QuarterlyVolatility_Lag1,0.3547164499759674,0.3547164499759674
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",2,Spread_cur,0.05567489191889763,0.41039133071899414
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",3,QuarterlyVolatility_Lag3,0.035456981509923935,0.4458483159542084
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",4,ROA_last1,0.03272061049938202,0.4785689115524292
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",5,DJIA_YoY_Lag2,0.03244716301560402,0.5110160708427429
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",6,TradingVolume_cur,0.025501681491732597,0.5365177392959595
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",7,RediscountRate_YoY_Lag3_last1,0.023863347247242928,0.5603811144828796
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",8,SP500_YoY,0.02347290702164173,0.5838540196418762
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",9,SOX_YoY_Lag3,0.02289106324315071,0.6067450642585754
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",10,DJIA_YoY_Lag1,0.022117050364613533,0.6288621425628662
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",11,TotalUnempPct_YoY_Lag2_last1,0.021827004849910736,0.6506891250610352
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",12,TotalUnempPct_YoY_Lag3_last1,0.021304279565811157,0.6719933748245239
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",13,TotalUnempPct_YoY_Lag1_last1,0.021025681868195534,0.6930190324783325
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",14,FnG_YoY,0.019238468259572983,0.7122575044631958
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",15,DJIA_YoY,0.018709754571318626,0.7309672832489014
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",16,ROE_last1,0.01787341944873333,0.7488406896591187
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",17,IXIC_YoY_Lag1,0.017185484990477562,0.7660261988639832
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",18,FnG_YoY_Lag2,0.016967816278338432,0.7829940319061279
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",19,TotalUnempPct_last1,0.01604408212006092,0.7990381121635437
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",20,RediscountRate_YoY_last1,0.01581352949142456,0.8148516416549683
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",1,QuarterlyVolatility_Lag1,0.3279091417789459,0.3279091417789459
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",2,Spread_cur,0.05315137654542923,0.38106051087379456
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",3,RediscountRate_YoY_Lag3_last1,0.041392818093299866,0.4224533438682556
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",4,SOX_YoY_Lag3,0.039706312119960785,0.462159663438797
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",5,TotalUnempPct_YoY_Lag1_last1,0.03260524198412895,0.49476489424705505
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",6,SP500_YoY,0.03007824905216694,0.524843156337738
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",7,DJIA_YoY_Lag2,0.02523372322320938,0.5500769019126892
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",8,IXIC_YoY,0.023248039186000824,0.5733249187469482
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",9,QuarterlyVolatility_Lag3,0.023217342793941498,0.596542239189148
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",10,FnG_YoY_Lag2,0.020646177232265472,0.6171883940696716
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",11,FnG_YoY,0.019446270540356636,0.6366346478462219
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",12,DJIA_YoY_Lag1,0.018431250005960464,0.6550658941268921
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",13,IXIC_YoY_Lag1,0.016285693272948265,0.6713516116142273
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",14,RediscountRate_YoY_last1,0.016084983944892883,0.687436580657959
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",15,TotalUnempPct_YoY_Lag2_last1,0.01603243313729763,0.7034690380096436
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",16,OverallIndex_last1,0.015187731944024563,0.7186567783355713
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",17,ROA_last1,0.014201541431248188,0.7328583002090454
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",18,OverallIndex_YoY_Lag1_last1,0.014022900722920895,0.7468811869621277
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",19,DJIA_YoY,0.013811792246997356,0.7606929540634155
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",20,VIX_YoY,0.013120567426085472,0.7738135457038879
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",1,QuarterlyVolatility_Lag1,0.311657190322876,0.311657190322876
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",2,RediscountRate_YoY_Lag3_last1,0.054910119622945786,0.36656731367111206
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",3,Spread_cur,0.050618864595890045,0.4171861708164215
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",4,SOX_YoY_Lag3,0.043892111629247665,0.4610782861709595
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",5,DJIA_YoY_Lag2,0.03124517761170864,0.49232345819473267
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",6,TotalUnempPct_YoY_Lag1_last1,0.03081514686346054,0.5231385827064514
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",7,SP500_YoY,0.0259801484644413,0.5491187572479248
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",8,FnG_YoY,0.02161034382879734,0.5707290768623352
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",9,RediscountRate_YoY_last1,0.020939862355589867,0.591668963432312
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",10,FnG_YoY_Lag2,0.02057114616036415,0.6122401356697083
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",11,QuarterlyVolatility_Lag3,0.02030050754547119,0.6325406432151794
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",12,DJIA_YoY_Lag1,0.02016473188996315,0.6527053713798523
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",13,IXIC_YoY_Lag1,0.020061500370502472,0.6727668642997742
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",14,TotalUnempPct_YoY_Lag2_last1,0.017886022105813026,0.6906529068946838
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",15,IXIC_YoY,0.017215734347701073,0.7078686356544495
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",16,OverallIndex_YoY_Lag1_last1,0.01575293578207493,0.7236215472221375
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",17,TotalUnempPct_YoY_Lag3_last1,0.014413944445550442,0.7380355000495911
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",18,TotalUnempPct_YoY_last1,0.013342884369194508,0.7513783574104309
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",19,VIX_YoY_Lag3,0.013332788832485676,0.7647111415863037
XGB,Model 4,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",20,SOX_YoY_Lag1,0.011706894263625145,0.7764180302619934
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",1,QuarterlyVolatility_Lag1,0.30591410398483276,0.30591410398483276
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",2,SP500_YoY_Lag1,0.05780913680791855,0.3637232482433319
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",3,Spread_cur,0.03541182726621628,0.3991350829601288
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",4,IXIC_YoY_Lag2,0.03409359231591225,0.43322867155075073
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",5,SP500_YoY_Lag2,0.019923513755202293,0.4531521797180176
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",6,IXIC_YoY,0.019090496003627777,0.47224268317222595
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",7,QuarterlyVolatility_Lag3,0.01876310259103775,0.4910057783126831
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",8,DJIA_YoY_Lag3,0.018603935837745667,0.5096096992492676
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",9,SOX_YoY_Lag3,0.016533052548766136,0.5261427760124207
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",10,FnG_YoY,0.01628735661506653,0.5424301624298096
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",11,IXIC_YoY_Lag1,0.015929490327835083,0.5583596229553223
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",12,SP500_YoY,0.015397590585052967,0.5737572312355042
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",13,TotalUnempPct_YoY_Lag2_last1,0.015016832388937473,0.5887740850448608
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",14,OverallIndex_last1,0.014893523417413235,0.6036676168441772
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",15,DJIA_YoY_Lag2,0.014780811965465546,0.6184484362602234
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",16,TradingTurnover_cur,0.014681464992463589,0.633129894733429
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",17,DJIA_YoY,0.014590298756957054,0.647720217704773
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",18,ROE_last1,0.014137139543890953,0.6618573665618896
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",19,FnG_YoY_Lag2,0.013896818272769451,0.675754189491272
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",20,FnG_YoY_Lag3,0.0136374207213521,0.6893916130065918
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",1,QuarterlyVolatility_Lag1,0.24871155619621277,0.24871155619621277
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",2,SP500_YoY_Lag1,0.10763629525899887,0.35634785890579224
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",3,Spread_cur,0.03469959273934364,0.3910474479198456
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",4,IXIC_YoY,0.026351245120167732,0.41739869117736816
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",5,SOX_YoY_Lag3,0.02440045215189457,0.441799134016037
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",6,SP500_YoY_Lag2,0.0231190025806427,0.4649181365966797
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",7,IXIC_YoY_Lag2,0.020488163456320763,0.4854063093662262
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",8,SP500_YoY,0.019886760041117668,0.505293071269989
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",9,RediscountRate_last1,0.019810829311609268,0.5251039266586304
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",10,FnG_YoY,0.018014982342720032,0.5431188941001892
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",11,RediscountRate_YoY_Lag2_last1,0.017374983057379723,0.5604938864707947
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",12,DJIA_YoY_Lag1,0.01715843379497528,0.5776523351669312
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",13,FnG_YoY_Lag2,0.016801126301288605,0.5944534540176392
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",14,DJIA_YoY_Lag2,0.016571396961808205,0.6110248565673828
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",15,IXIC_YoY_Lag1,0.015420440584421158,0.6264452934265137
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",16,QuarterlyVolatility_Lag3,0.015065890736877918,0.6415112018585205
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",17,TotalUnempPct_YoY_Lag2_last1,0.015023802407085896,0.6565350294113159
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",18,DJIA_YoY,0.014428247697651386,0.6709632873535156
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",19,FnG_YoY_Lag3,0.014272567816078663,0.685235857963562
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",20,TotalUnempPct_YoY_Lag3_last1,0.013920427300035954,0.6991562843322754
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",1,QuarterlyVolatility_Lag1,0.2234383523464203,0.2234383523464203
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",2,SP500_YoY_Lag1,0.14648780226707458,0.3699261546134949
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",3,Spread_cur,0.032869670540094376,0.40279582142829895
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",4,SOX_YoY_Lag3,0.02808757685124874,0.43088340759277344
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",5,SP500_YoY_Lag2,0.02620209939777851,0.457085520029068
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",6,RediscountRate_YoY_Lag2_last1,0.020304331555962563,0.4773898422718048
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",7,IXIC_YoY_Lag1,0.019898973405361176,0.4972888231277466
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",8,DJIA_YoY_Lag1,0.018783792853355408,0.5160726308822632
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",9,IXIC_YoY_Lag2,0.018601002171635628,0.5346736311912537
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",10,FnG_YoY,0.01751955784857273,0.5521931648254395
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",11,IXIC_YoY,0.01702296733856201,0.5692161321640015
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",12,SP500_YoY,0.016658823937177658,0.5858749747276306
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",13,FnG_YoY_Lag2,0.0166127048432827,0.6024876832962036
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",14,DJIA_YoY_Lag2,0.016098249703645706,0.6185859441757202
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",15,FnG_YoY_Lag3,0.01544284913688898,0.6340287923812866
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",16,RediscountRate_last1,0.014569250866770744,0.6485980153083801
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",17,TotalUnempPct_YoY_Lag3_last1,0.014521103352308273,0.6631191372871399
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",18,DJIA_YoY,0.014127017930150032,0.6772461533546448
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",19,QuarterlyVolatility_Lag3,0.013788283802568913,0.6910344362258911
XGB,Model 4,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",20,RediscountRate_YoY_last1,0.0135504100471735,0.7045848369598389
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",1,QuarterlyVolatility_Lag1,0.3229604959487915,0.3229604959487915
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",2,Spread_cur,0.039920199662446976,0.3628807067871094
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",3,SP500_YoY_Lag2,0.03443662077188492,0.3973173201084137
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",4,IXIC_YoY_Lag2,0.023694675415754318,0.4210119843482971
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",5,DJIA_YoY_Lag1,0.023117536678910255,0.4441295266151428
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",6,IXIC_YoY_Lag1,0.019190272316336632,0.4633198082447052
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",7,SOX_YoY_Lag3,0.017471376806497574,0.4807911813259125
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",8,TotalUnempPct_YoY_Lag3_last1,0.01744707301259041,0.4982382655143738
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",9,DJIA_YoY_Lag2,0.016394155099987984,0.5146324038505554
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",10,FnG_YoY,0.015783559530973434,0.530415952205658
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",11,DJIA_YoY,0.01564413495361805,0.5460600852966309
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",12,QuarterlyVolatility_Lag3,0.015601592138409615,0.5616616606712341
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",13,ROE_last1,0.015317440032958984,0.5769791007041931
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",14,TotalUnempPct_YoY_Lag2_last1,0.01497997809201479,0.5919590592384338
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",15,DJIA_YoY_Lag3,0.01441108901053667,0.6063701510429382
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",16,FnG_YoY_Lag2,0.014145145192742348,0.6205152869224548
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",17,TotalUnempPct_last1,0.013787598349153996,0.6343029141426086
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",18,SOX_YoY_Lag2,0.013242454268038273,0.6475453972816467
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",19,SP500_YoY,0.012861398980021477,0.660406768321991
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",20,TotalUnempPct_YoY_last1,0.012807890772819519,0.6732146739959717
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",1,QuarterlyVolatility_Lag1,0.23868367075920105,0.23868367075920105
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",2,SP500_YoY_Lag2,0.04863126575946808,0.2873149514198303
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",3,Spread_cur,0.040029361844062805,0.32734429836273193
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",4,IXIC_YoY_Lag2,0.02968296781182289,0.3570272624492645
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",5,IXIC_YoY_Lag1,0.02659032493829727,0.3836175799369812
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",6,DJIA_YoY_Lag1,0.02417924627661705,0.40779682993888855
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",7,SOX_YoY_Lag3,0.02046138606965542,0.4282582104206085
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",8,DJIA_YoY_Lag2,0.02004058286547661,0.44829878211021423
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",9,RediscountRate_YoY_Lag2_last1,0.019970597699284554,0.46826937794685364
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",10,DJIA_YoY_Lag3,0.019912775605916977,0.4881821572780609
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",11,FnG_YoY,0.019110163673758507,0.5072923302650452
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",12,TotalUnempPct_YoY_Lag3_last1,0.01753038726747036,0.5248227119445801
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",13,TotalUnempPct_YoY_Lag2_last1,0.016919923946261406,0.5417426228523254
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",14,FnG_YoY_Lag2,0.01684173196554184,0.5585843324661255
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",15,RediscountRate_YoY_last1,0.01612057350575924,0.5747048854827881
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",16,SP500_YoY,0.01569291017949581,0.5903977751731873
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",17,TotalUnempPct_last1,0.01522382628172636,0.6056215763092041
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",18,DJIA_YoY,0.015092807821929455,0.6207143664360046
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",19,TotalUnempPct_YoY_last1,0.015008973889052868,0.635723352432251
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",20,QuarterlyVolatility_Lag3,0.014304809272289276,0.6500281691551208
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",1,QuarterlyVolatility_Lag1,0.21011948585510254,0.21011948585510254
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",2,SP500_YoY_Lag2,0.060138799250125885,0.2702582776546478
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",3,Spread_cur,0.039888493716716766,0.3101467788219452
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",4,IXIC_YoY_Lag1,0.029894838109612465,0.3400416076183319
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",5,IXIC_YoY_Lag2,0.027715938165783882,0.36775755882263184
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",6,DJIA_YoY_Lag1,0.026068098843097687,0.3938256502151489
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",7,DJIA_YoY_Lag3,0.022806702181696892,0.41663235425949097
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",8,DJIA_YoY_Lag2,0.022399187088012695,0.43903154134750366
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",9,SOX_YoY_Lag3,0.02145509049296379,0.46048662066459656
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",10,RediscountRate_YoY_Lag2_last1,0.02078906260430813,0.48127567768096924
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",11,FnG_YoY,0.01986614800989628,0.5011418461799622
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",12,TotalUnempPct_YoY_Lag3_last1,0.017893550917506218,0.5190353989601135
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",13,SP500_YoY,0.017284352332353592,0.5363197326660156
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",14,TotalUnempPct_YoY_Lag2_last1,0.017213238403201103,0.5535329580307007
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",15,RediscountRate_YoY_last1,0.017040444537997246,0.5705733895301819
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",16,FnG_YoY_Lag2,0.01675339601933956,0.5873267650604248
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",17,TotalUnempPct_last1,0.01614529825747013,0.6034720540046692
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",18,SOX_YoY_Lag2,0.015278464183211327,0.6187505125999451
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",19,OverallIndex_YoY_Lag1_last1,0.014859856106340885,0.6336103677749634
XGB,Model 4,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",20,DJIA_YoY,0.014605716802179813,0.6482160687446594
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",1,QuarterlyVolatility_Lag1,0.36286184191703796,0.36286184191703796
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",2,Spread_cur,0.05786590278148651,0.4207277297973633
XGB,Model 4,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",3,SP500_YoY,0.038382552564144135,0.459110289812088
