Algorithm,Model,Parameters,Rank,Feature,Importance,Cumulative_Importance
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",13,ROA_last1,0.007676354944495532,0.931942427364955
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",14,SOX_YoY,0.006468237703632378,0.9384106650685874
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",15,FnG_YoY_Lag3,0.0062745677917328555,0.9446852328603202
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",16,TradingVolume_cur,0.005008648904997671,0.9496938817653179
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",17,IXIC_YoY_Lag1,0.004263726915568188,0.9539576086808861
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",18,FnG_YoY_Lag1,0.0034919699048841877,0.9574495785857703
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",19,TotalUnempPct_YoY_Lag3_last1,0.0033728269196429653,0.9608224055054132
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",20,TradingTurnover_cur,0.003361967057727234,0.9641843725631405
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",1,Spread_cur,0.6776546309050775,0.6776546309050775
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",2,VIX_YoY,0.044056062163143825,0.7217106930682213
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",3,FnG_YoY,0.03614432763181439,0.7578550207000357
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",4,QuarterlyReturn_Lag3,0.03451135670547537,0.7923663774055111
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",5,OverallIndex_YoY_last1,0.02919368002452476,0.8215600574300358
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",6,ROE_last1,0.021130193883771298,0.842690251313807
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",7,QuarterlyReturn_Lag1,0.01883138212904678,0.8615216334428538
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",8,FnG_YoY_Lag2,0.017938042302797486,0.8794596757456513
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",9,RediscountRate_YoY_Lag3_last1,0.012883514017292366,0.8923431897629437
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",10,QuarterlyReturn_Lag2,0.011599623663650208,0.9039428134265939
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",11,VIX_YoY_Lag1,0.010089761088701906,0.9140325745152957
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",12,EPS_last1,0.009412646389074393,0.9234452209043701
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",13,ROA_last1,0.008093393176242606,0.9315386140806127
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",14,SOX_YoY,0.006476297860160874,0.9380149119407736
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",15,FnG_YoY_Lag3,0.006327634787666398,0.94434254672844
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",16,TradingVolume_cur,0.005920794294839742,0.9502633410232797
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",17,IXIC_YoY_Lag1,0.004069277419089363,0.954332618442369
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",18,TotalUnempPct_YoY_Lag3_last1,0.0037512797028955236,0.9580838981452646
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",19,DJIA_YoY,0.0031138495038468936,0.9611977476491115
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",20,DJIA_YoY_Lag1,0.0030480915145492133,0.9642458391636607
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",1,Spread_cur,0.696606994118401,0.696606994118401
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",2,VIX_YoY,0.04602328687125326,0.7426302809896542
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",3,FnG_YoY,0.04394892145997725,0.7865792024496314
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",4,OverallIndex_YoY_last1,0.02777103405479685,0.8143502365044283
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",5,FnG_YoY_Lag2,0.018177610219881853,0.8325278467243101
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",6,EPS_last1,0.016360244201399157,0.8488880909257093
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",7,QuarterlyReturn_Lag1,0.01587949074117639,0.8647675816668856
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",8,RediscountRate_YoY_Lag3_last1,0.013190647422727938,0.8779582290896135
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",9,VIX_YoY_Lag1,0.011242548761229104,0.8892007778508426
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",10,ROE_last1,0.010961093306815188,0.9001618711576578
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",11,QuarterlyReturn_Lag2,0.009523649582351407,0.9096855207400092
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",12,SOX_YoY,0.008676634835653355,0.9183621555756626
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",13,QuarterlyReturn_Lag3,0.006148409712388498,0.9245105652880511
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",14,TradingVolume_cur,0.006141096765858588,0.9306516620539097
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",15,ROA_last1,0.005945074797902341,0.936596736851812
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",16,FnG_YoY_Lag3,0.004884892958077455,0.9414816298098895
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",17,DJIA_YoY,0.004488262477340289,0.9459698922872297
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",18,RediscountRate_YoY_last1,0.004083660185472705,0.9500535524727024
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",19,IXIC_YoY_Lag1,0.003959991852332656,0.954013544325035
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",20,DJIA_YoY_Lag1,0.0038783212051990705,0.9578918655302341
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",1,Spread_cur,0.7014399427563138,0.7014399427563138
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",2,VIX_YoY,0.046365441360052016,0.7478053841163659
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",3,FnG_YoY,0.04083331080619031,0.7886386949225562
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",4,OverallIndex_YoY_last1,0.02884231012001814,0.8174810050425744
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",5,FnG_YoY_Lag2,0.01864372544034636,0.8361247304829207
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",6,QuarterlyReturn_Lag1,0.018356334805077743,0.8544810652879984
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",7,RediscountRate_YoY_Lag3_last1,0.013611539140567763,0.8680926044285662
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",8,ROE_last1,0.011559882083580825,0.879652486512147
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",9,VIX_YoY_Lag1,0.011234030927742005,0.890886517439889
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",10,QuarterlyReturn_Lag2,0.010945398837318071,0.901831916277207
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",11,EPS_last1,0.010359171121166508,0.9121910873983735
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",12,QuarterlyReturn_Lag3,0.009432360751122797,0.9216234481494963
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",13,SOX_YoY,0.007193024920712471,0.9288164730702088
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",14,TradingVolume_cur,0.005367636637336475,0.9341841097075453
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",15,RediscountRate_YoY_last1,0.005312590788236903,0.9394967004957822
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",16,VIX_YoY_Lag3,0.005246354012805896,0.9447430545085881
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",17,ROA_last1,0.0047426713042744255,0.9494857258128625
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",18,DJIA_YoY,0.004571910624440786,0.9540576364373032
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",19,IXIC_YoY_Lag1,0.004301461501906095,0.9583590979392094
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",20,TotalUnempPct_YoY_Lag3_last1,0.003935920267553645,0.962295018206763
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",1,Spread_cur,0.7011955861451039,0.7011955861451039
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",2,VIX_YoY,0.04634637039221781,0.7475419565373217
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",3,FnG_YoY,0.03983553724621784,0.7873774937835395
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",4,OverallIndex_YoY_last1,0.029033341995306775,0.8164108357788463
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",5,FnG_YoY_Lag2,0.019167106298737233,0.8355779420775835
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",6,QuarterlyReturn_Lag1,0.018093518540086305,0.8536714606176699
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",7,RediscountRate_YoY_Lag3_last1,0.014106691861036726,0.8677781524787066
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",8,ROE_last1,0.01203796073147661,0.8798161132101832
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",9,QuarterlyReturn_Lag2,0.01105089119679888,0.8908670044069821
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",10,VIX_YoY_Lag1,0.01090771227528153,0.9017747166822636
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",11,EPS_last1,0.01028553680254856,0.9120602534848121
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",12,QuarterlyReturn_Lag3,0.008216377406846038,0.9202766308916581
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",13,SOX_YoY,0.007377259940052475,0.9276538908317106
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",14,ROA_last1,0.0059491259925707135,0.9336030168242813
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",15,RediscountRate_YoY_last1,0.005911624808330564,0.9395146416326118
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",16,TradingVolume_cur,0.005304202632470277,0.944818844265082
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",17,DJIA_YoY,0.004888139485858243,0.9497069837509402
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",18,VIX_YoY_Lag3,0.004451652942754183,0.9541586366936944
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",19,IXIC_YoY_Lag1,0.004255869939387943,0.9584145066330824
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",20,FnG_YoY_Lag3,0.004182309331869828,0.9625968159649522
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",1,Spread_cur,0.7192202456885378,0.7192202456885378
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",2,VIX_YoY,0.049125052512120244,0.7683452982006581
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",3,FnG_YoY,0.04430026291531332,0.8126455611159714
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",4,OverallIndex_YoY_last1,0.027922976931456785,0.8405685380474281
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",5,FnG_YoY_Lag2,0.019448333469702983,0.8600168715171311
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",6,QuarterlyReturn_Lag1,0.015052229582233968,0.8750691010993651
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",7,RediscountRate_YoY_Lag3_last1,0.012998502524012141,0.8880676036233772
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",8,VIX_YoY_Lag1,0.012629965320902378,0.9006975689442795
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",9,SOX_YoY,0.009594142967584134,0.9102917119118636
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",10,QuarterlyReturn_Lag2,0.008273518267591675,0.9185652301794553
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",11,EPS_last1,0.006722177089097679,0.9252874072685531
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",12,TotalUnempPct_YoY_Lag3_last1,0.00615920643608205,0.9314466137046351
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",13,QuarterlyReturn_Lag3,0.00493686616276837,0.9363834798674034
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",14,TradingVolume_cur,0.004921015813055744,0.9413044956804592
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",15,DJIA_YoY,0.0046454298710645265,0.9459499255515237
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",16,IXIC_YoY_Lag1,0.004420190944959191,0.9503701164964828
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",17,DJIA_YoY_Lag1,0.004055177351512766,0.9544252938479956
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",18,TotalUnempPct_YoY_last1,0.003975668476436788,0.9584009623244324
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",19,ROA_last1,0.0038868821979500777,0.9622878445223825
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",20,ROE_last1,0.003248357040812641,0.9655362015631951
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",1,Spread_cur,0.7222967486115712,0.7222967486115712
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",2,VIX_YoY,0.04860421800471353,0.7709009666162847
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",3,FnG_YoY,0.042572260705555316,0.81347322732184
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",4,OverallIndex_YoY_last1,0.028851639097512424,0.8423248664193524
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",5,FnG_YoY_Lag2,0.019176729756392112,0.8615015961757445
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",6,QuarterlyReturn_Lag1,0.016454023703540457,0.8779556198792849
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",7,RediscountRate_YoY_Lag3_last1,0.013828320399731088,0.8917839402790161
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",8,VIX_YoY_Lag1,0.011807821216146014,0.9035917614951621
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",9,QuarterlyReturn_Lag2,0.009296624212880819,0.9128883857080429
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",10,SOX_YoY,0.009227358595774891,0.9221157443038177
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",11,TotalUnempPct_YoY_Lag3_last1,0.006525298314840054,0.9286410426186578
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",12,ROA_last1,0.005365884115520175,0.934006926734178
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",13,QuarterlyReturn_Lag3,0.005352448823727947,0.9393593755579059
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",14,DJIA_YoY,0.005166775939140398,0.9445261514970463
RF,Model 2,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",15,TradingVolume_cur,0.004805244341318753,0.9493313958383651
