Algorithm,Model,Dataset,Parameters,MSE,MAE,R-Squared,Adj-R-Squared
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.005474,0.046643,0.386970,0.378660
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.005291,0.045583,0.407516,0.399485
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.005302,0.045680,0.406283,0.398235
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.005436,0.046457,0.391226,0.382974
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.005329,0.045820,0.403262,0.395173
RF,Model 4,Holdout Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.005304,0.045767,0.406104,0.398054
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.004803,0.043771,0.462179,0.454888
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.004808,0.043311,0.461545,0.454246
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.004794,0.043125,0.463139,0.455862
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.004828,0.043895,0.459410,0.452082
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.004790,0.043295,0.463608,0.456337
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.004791,0.043126,0.463487,0.456215
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.004826,0.043947,0.459562,0.452237
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.004826,0.043424,0.459597,0.452271
RF,Model 4,Holdout Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.004801,0.043177,0.462392,0.455105
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.001525,0.024317,0.792745,0.792354
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.001522,0.024314,0.793046,0.792656
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.001523,0.024306,0.793004,0.792614
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.001706,0.025188,0.768086,0.767649
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.001702,0.025194,0.768626,0.768191
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.001702,0.025190,0.768580,0.768144
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.001360,0.023649,0.815056,0.814708
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.001358,0.023642,0.815425,0.815077
RF,Model 4,Training Set,"max_depth = 10, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.001358,0.023641,0.815351,0.815004
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.002479,0.032095,0.663038,0.662404
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.002455,0.031862,0.666284,0.665656
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.002461,0.031893,0.665376,0.664746
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.002683,0.032794,0.635221,0.634534
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.002656,0.032537,0.638960,0.638280
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.002652,0.032540,0.639473,0.638794
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.002298,0.031463,0.687548,0.686960
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.002288,0.031367,0.688893,0.688307
RF,Model 4,Training Set,"max_depth = 10, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.002295,0.031392,0.688059,0.687472
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.002217,0.030190,0.698589,0.698021
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.002180,0.029773,0.703666,0.703108
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.002175,0.029676,0.704252,0.703695
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.002402,0.030758,0.673512,0.672897
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.002377,0.030485,0.676848,0.676239
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.002372,0.030414,0.677538,0.676931
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.001994,0.029153,0.728921,0.728410
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.001977,0.028988,0.731270,0.730764
RF,Model 4,Training Set,"max_depth = 10, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.001980,0.028981,0.730888,0.730381
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.001283,0.021218,0.825584,0.825255
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.001279,0.021193,0.826181,0.825853
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.001279,0.021188,0.826084,0.825756
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.001602,0.023841,0.782168,0.781758
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.001597,0.023827,0.782843,0.782434
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.001598,0.023824,0.782791,0.782382
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.000949,0.018421,0.870985,0.870742
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.000946,0.018400,0.871430,0.871188
RF,Model 4,Training Set,"max_depth = 15, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.000948,0.018405,0.871164,0.870921
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.002116,0.028254,0.712367,0.711825
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.002095,0.028081,0.715170,0.714634
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.002093,0.028065,0.715415,0.714879
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.002492,0.030553,0.661230,0.660592
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.002454,0.030261,0.666394,0.665766
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.002463,0.030321,0.665173,0.664543
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.001702,0.025736,0.768549,0.768113
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.001683,0.025484,0.771231,0.770801
RF,Model 4,Training Set,"max_depth = 15, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.001680,0.025471,0.771641,0.771211
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.001838,0.026072,0.750184,0.749713
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.001835,0.025978,0.750537,0.750067
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.001837,0.025951,0.750255,0.749785
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.002209,0.028504,0.699742,0.699177
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.002201,0.028338,0.700769,0.700205
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.002194,0.028277,0.701672,0.701110
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.001471,0.023648,0.800057,0.799681
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.001456,0.023490,0.802126,0.801753
RF,Model 4,Training Set,"max_depth = 15, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.001451,0.023410,0.802807,0.802435
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 100",0.002143,0.029123,0.708643,0.708094
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 300",0.002145,0.029111,0.708354,0.707805
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 10, n_estimators = 500",0.002146,0.029111,0.708239,0.707690
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 100",0.002175,0.029164,0.704282,0.703726
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 300",0.002175,0.029143,0.704299,0.703742
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 20, n_estimators = 500",0.002174,0.029141,0.704436,0.703879
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 100",0.002122,0.029121,0.711541,0.710998
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 300",0.002122,0.029097,0.711563,0.711020
RF,Model 4,Training Set,"max_depth = 5, max_features = 1.0, min_samples_leaf = 5, n_estimators = 500",0.002122,0.029100,0.711454,0.710911
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 100",0.003854,0.041227,0.476022,0.475035
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 300",0.003755,0.040551,0.489559,0.488598
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 10, n_estimators = 500",0.003759,0.040610,0.488934,0.487972
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 100",0.003882,0.041334,0.472215,0.471221
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 300",0.003770,0.040531,0.487479,0.486514
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 20, n_estimators = 500",0.003775,0.040555,0.486801,0.485835
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 100",0.003831,0.041231,0.479126,0.478145
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 300",0.003743,0.040612,0.491094,0.490136
RF,Model 4,Training Set,"max_depth = 5, max_features = log2, min_samples_leaf = 5, n_estimators = 500",0.003728,0.040542,0.493215,0.492261
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 100",0.003371,0.038601,0.541726,0.540863
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 300",0.003336,0.038134,0.546440,0.545587
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 10, n_estimators = 500",0.003326,0.038012,0.547793,0.546942
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 100",0.003407,0.038751,0.536863,0.535991
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 300",0.003353,0.038175,0.544115,0.543257
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 20, n_estimators = 500",0.003342,0.037997,0.545676,0.544820
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 100",0.003361,0.038647,0.543021,0.542160
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 300",0.003332,0.038188,0.547014,0.546161
RF,Model 4,Training Set,"max_depth = 5, max_features = sqrt, min_samples_leaf = 5, n_estimators = 500",0.003312,0.038000,0.549725,0.548877
Ridge,Model 1,Holdout Set,alpha = 1.0,0.053340,0.177172,-0.742558,-0.767194
Ridge,Model 1,Training Set,alpha = 1.0,0.027443,0.091609,0.285848,0.284485
Ridge,Model 2,Holdout Set,alpha = 1.0,0.030045,0.129124,0.018482,0.004605
Ridge,Model 2,Training Set,alpha = 1.0,0.027823,0.092316,0.282499,0.281088
Ridge,Model 3,Holdout Set,alpha = 1.0,0.009280,0.084792,-0.039175,-0.054070
Ridge,Model 3,Training Set,alpha = 1.0,0.002185,0.029436,0.700525,0.699947
Ridge,Model 4,Holdout Set,alpha = 1.0,0.003071,0.035662,0.656127,0.651198
Ridge,Model 4,Training Set,alpha = 1.0,0.002207,0.029645,0.699969,0.699372
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 100",0.023558,0.105502,0.230382,0.219501
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 300",0.021552,0.096838,0.295926,0.285972
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 500",0.021163,0.094162,0.308623,0.298849
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 100",0.022365,0.103136,0.269377,0.259048
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 300",0.020467,0.093154,0.331366,0.321913
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 500",0.020749,0.091903,0.322154,0.312570
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 100",0.022123,0.101761,0.277284,0.267066
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 300",0.021982,0.093915,0.281874,0.271722
XGB,Model 1,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",0.022317,0.092316,0.270922,0.260614
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",0.020429,0.094131,0.332623,0.323188
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",0.020895,0.091923,0.317384,0.307733
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",0.023333,0.092264,0.237726,0.226949
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",0.020326,0.091599,0.335973,0.326585
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",0.021275,0.090677,0.304978,0.295152
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",0.021940,0.091561,0.283259,0.273126
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",0.021763,0.092259,0.289026,0.278975
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",0.022443,0.092819,0.266806,0.256440
XGB,Model 1,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",0.022630,0.093020,0.260698,0.250245
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",0.021062,0.091949,0.311939,0.302212
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",0.025419,0.092612,0.169603,0.157863
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",0.028445,0.093918,0.070723,0.057585
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",0.020772,0.091185,0.321411,0.311817
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",0.023025,0.092894,0.247818,0.237183
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",0.024204,0.093970,0.209297,0.198118
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",0.023043,0.093181,0.247226,0.236583
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",0.023496,0.094125,0.232412,0.221560
XGB,Model 1,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 500",0.023716,0.094588,0.225217,0.214263
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 100",0.025901,0.090148,0.325985,0.324699
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 300",0.020622,0.080488,0.463365,0.462341
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 500",0.018619,0.076885,0.515491,0.514566
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 100",0.022064,0.084595,0.425827,0.424731
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 300",0.015552,0.073785,0.595295,0.594523
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 500",0.013047,0.069938,0.660468,0.659820
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 100",0.018853,0.079993,0.509383,0.508446
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 300",0.011121,0.066779,0.710594,0.710041
XGB,Model 1,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",0.008725,0.061966,0.772948,0.772515
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",0.018960,0.076926,0.506594,0.505652
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",0.014961,0.071487,0.610679,0.609936
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",0.013153,0.069221,0.657718,0.657065
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",0.013093,0.069946,0.659294,0.658644
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",0.008588,0.062295,0.776526,0.776099
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",0.006889,0.057872,0.820741,0.820399
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",0.008649,0.061764,0.774923,0.774493
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",0.004847,0.050286,0.873864,0.873623
XGB,Model 1,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",0.003323,0.042232,0.913529,0.913364
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",0.016073,0.073051,0.581744,0.580946
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",0.012240,0.068274,0.681489,0.680881
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",0.010528,0.065778,0.726029,0.725506
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",0.010343,0.065285,0.730850,0.730336
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",0.006473,0.056364,0.831548,0.831226
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",0.004897,0.050257,0.872560,0.872316
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",0.006212,0.055465,0.838347,0.838038
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",0.002935,0.039775,0.923612,0.923466
XGB,Model 1,Training Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 500",0.001551,0.029049,0.959639,0.959561
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 100",0.025399,0.106449,0.170238,0.158507
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 300",0.022844,0.095035,0.253730,0.243179
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 500",0.022040,0.092390,0.279969,0.269789
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 100",0.024006,0.103656,0.215739,0.204651
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 300",0.021439,0.093366,0.299607,0.289705
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 500",0.020902,0.091434,0.317162,0.307508
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 100",0.023769,0.101419,0.223497,0.212519
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 300",0.023502,0.094018,0.232216,0.221361
XGB,Model 2,Holdout Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",0.023620,0.092412,0.228372,0.217463
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",0.022072,0.092665,0.278925,0.268730
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",0.021423,0.091223,0.300141,0.290247
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",0.022099,0.091450,0.278065,0.267858
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",0.020709,0.091453,0.323448,0.313883
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",0.022161,0.092074,0.276041,0.265805
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",0.022546,0.091821,0.263460,0.253047
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",0.023147,0.092984,0.243820,0.233129
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",0.022894,0.091227,0.252072,0.241497
XGB,Model 2,Holdout Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",0.023054,0.091373,0.246844,0.236196
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",0.022724,0.092786,0.257632,0.247137
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",0.024948,0.093620,0.184995,0.173473
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",0.027354,0.095815,0.106379,0.093745
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",0.022135,0.091724,0.276892,0.266669
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",0.023684,0.093003,0.226259,0.215320
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 500",0.024084,0.093820,0.213192,0.202068
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 100",0.023880,0.093298,0.219857,0.208828
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 300",0.024108,0.093508,0.212427,0.201292
XGB,Model 2,Holdout Set,"learning_rate = 0.1, max_depth = 7, n_estimators = 500",0.024409,0.094295,0.202577,0.191303
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 100",0.026790,0.092491,0.309137,0.307778
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 300",0.020977,0.082521,0.459047,0.457983
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 3, n_estimators = 500",0.018779,0.078226,0.515732,0.514780
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 100",0.022712,0.085647,0.414309,0.413157
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 300",0.015771,0.074709,0.593312,0.592513
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 5, n_estimators = 500",0.013332,0.070599,0.656192,0.655515
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 100",0.019404,0.080803,0.499627,0.498643
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 300",0.011148,0.067227,0.712521,0.711956
XGB,Model 2,Training Set,"learning_rate = 0.01, max_depth = 7, n_estimators = 500",0.008599,0.062071,0.778241,0.777805
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 100",0.018780,0.078127,0.515718,0.514766
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 300",0.015009,0.071948,0.612954,0.612193
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 3, n_estimators = 500",0.013229,0.069644,0.658845,0.658175
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 100",0.013447,0.070614,0.653222,0.652540
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 300",0.008745,0.062709,0.774478,0.774035
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 5, n_estimators = 500",0.007058,0.058344,0.817978,0.817620
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 100",0.008582,0.062029,0.778701,0.778266
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 300",0.004868,0.050340,0.874455,0.874208
XGB,Model 2,Training Set,"learning_rate = 0.05, max_depth = 7, n_estimators = 500",0.003337,0.042371,0.913947,0.913777
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 100",0.016179,0.074024,0.582783,0.581963
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 300",0.012525,0.068740,0.676999,0.676364
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 3, n_estimators = 500",0.010612,0.066206,0.726350,0.725812
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 100",0.010474,0.065782,0.729899,0.729368
XGB,Model 2,Training Set,"learning_rate = 0.1, max_depth = 5, n_estimators = 300",0.006420,0.056470,0.834453,0.834127
